,region_residencia,zona,edad,region_nacimiento,residencia_hace_dos_anos,titulo,condicion_laboral,ingreso_por_persona
77,1,1,joven_adulto,1,2,Secundaria_completada,Ocupado,Ingreso_Bajo
78,1,1,adulto,2,4,Secundaria_completada,Retirado,Ingreso_Bajo
79,1,1,adulto,1,6,Secundaria_completada,Ocupado,Ingreso_Bajo
83,1,1,joven_adulto,6,6,Secundaria_completada,Ocupado,Ingreso_Bajo
84,1,1,adulto,7,2,Secundaria_completada,Ocupado,Ingreso_Bajo
87,1,1,adulto,7,2,Secundaria_completada,Ocupado,Ingreso_Bajo
88,1,1,adulto,7,2,Secundaria_completada,Ocupado,Ingreso_Bajo
89,1,1,adulto,7,2,Secundaria_completada,Ocupado,Ingreso_Bajo
90,1,1,joven_adulto,1,5,Secundaria_completada,Ocupado,Ingreso_Bajo
91,1,1,adulto,1,6,Secundaria_completada,Ocupado,Ingreso_Bajo
93,1,1,joven_adulto,1,5,Secundaria_completada,Ocupado,Ingreso_Bajo
95,1,1,joven_adulto,4,4,Secundaria_completada,Ocupado,Ingreso_Bajo
96,1,1,ciudadano_de_oro,2,2,Secundaria_completada,Retirado,Ingreso_Bajo
97,1,1,adulto,1,3,Universidad_completada,Ocupado,Ingreso_Medio_Alto
99,1,1,adulto,5,5,Secundaria_completada,Ocupado,Ingreso_Bajo
100,1,1,adulto,7,5,Secundaria_completada,Desempleado,Ingreso_Bajo
101,1,1,joven_adulto,3,3,Universidad_completada,Retirado,Ingreso_Bajo
102,1,1,adulto,2,4,Universidad_completada,Ocupado,Ingreso_Medio_Alto
104,1,1,adulto,4,4,Universidad_completada,Ocupado,Ingreso_Bajo
106,1,1,adulto,3,4,Secundaria_completada,Ocupado,Ingreso_Bajo
107,1,1,ciudadano_de_oro,1,6,Secundaria_completada,Retirado,Ingreso_Bajo
108,1,1,joven_adulto,5,5,Secundaria_completada,Ocupado,Ingreso_Bajo
109,1,1,joven_adulto,4,4,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
110,1,1,joven_adulto,4,4,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
111,1,1,ciudadano_de_oro,1,5,Secundaria_completada,Retirado,Ingreso_Bajo
112,1,1,adulto,3,3,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
113,1,1,ciudadano_de_oro,1,6,Secundaria_completada,Retirado,Ingreso_Medio_Bajo
114,1,1,joven_adulto,6,6,Universidad_completada,Retirado,Ingreso_Bajo
115,1,1,joven_adulto,3,3,Secundaria_completada,Retirado,Ingreso_Bajo
116,1,1,joven_adulto,2,2,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
118,1,1,adulto,1,2,Universidad_completada,Retirado,Ingreso_Medio_Alto
119,1,1,adulto,2,5,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
120,1,1,adulto,4,4,Secundaria_completada,Ocupado,Ingreso_Bajo
121,1,2,adulto,7,5,Secundaria_completada,Ocupado,Ingreso_Bajo
123,1,2,adulto,1,3,Secundaria_completada,Ocupado,Ingreso_Bajo
124,1,2,adulto,1,4,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
125,1,2,ciudadano_de_oro,3,6,Sin_educacion,Retirado,Ingreso_Bajo
126,1,2,ciudadano_de_oro,1,6,Sin_educacion,Retirado,Ingreso_Bajo
127,1,2,adulto,3,6,Secundaria_completada,Ocupado,Ingreso_Bajo
128,1,2,adulto,5,5,Secundaria_completada,Ocupado,Ingreso_Bajo
131,1,2,adulto,6,6,Secundaria_completada,Ocupado,Ingreso_Bajo
133,1,2,adulto,1,2,Secundaria_completada,Ocupado,Ingreso_Bajo
134,1,2,ciudadano_de_oro,1,3,Universidad_completada,Ocupado,Ingreso_Bajo
135,2,1,ciudadano_de_oro,2,5,Sin_educacion,Ocupado,Ingreso_Medio_Bajo
136,2,1,adulto,2,1,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
137,2,1,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
139,2,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
140,2,1,ciudadano_de_oro,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
141,2,1,joven_adulto,2,1,Secundaria_completada,Desempleado,Ingreso_Bajo
142,2,1,ciudadano_de_oro,2,1,Universidad_completada,Retirado,Ingreso_Bajo
143,2,1,adulto,2,1,Secundaria_completada,Ocupado,Ingreso_Bajo
145,2,1,adulto,2,1,Universidad_completada,Ocupado,Ingreso_Bajo
146,2,1,adulto,6,6,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
148,2,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
149,2,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Medio_Alto
150,2,1,adulto,3,1,Sin_educacion,Ocupado,Ingreso_Bajo
153,2,1,adulto,6,3,Secundaria_completada,Ocupado,Ingreso_Bajo
156,2,1,joven_adulto,5,5,Secundaria_completada,Retirado,Ingreso_Bajo
159,2,2,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Bajo
160,2,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
163,2,2,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
164,2,2,joven_adulto,2,1,Secundaria_completada,Ocupado,Ingreso_Bajo
165,3,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
166,3,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
167,3,1,adulto,3,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
168,3,1,adulto,6,1,Universidad_completada,Ocupado,Ingreso_Medio_Alto
172,3,1,adulto,3,2,Secundaria_completada,Ocupado,Ingreso_Bajo
173,3,1,adulto,2,2,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
176,3,1,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
177,3,1,adulto,2,2,Secundaria_completada,Ocupado,Ingreso_Bajo
178,3,1,adulto,1,1,Universidad_completada,Retirado,Ingreso_Medio_Alto
179,3,1,adulto,2,2,Secundaria_completada,Ocupado,Ingreso_Bajo
180,3,1,adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
182,3,1,joven_adulto,3,1,Secundaria_completada,Retirado,Ingreso_Bajo
183,3,1,joven_adulto,4,6,Secundaria_completada,Ocupado,Ingreso_Bajo
184,3,1,adulto,2,5,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
186,3,1,joven_adulto,7,5,Secundaria_completada,Ocupado,Ingreso_Bajo
188,3,1,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Bajo
190,3,1,adulto,3,1,Secundaria_completada,Ocupado,Ingreso_Bajo
191,3,1,adulto,1,4,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
193,3,1,ciudadano_de_oro,1,1,Sin_educacion,Retirado,Ingreso_Bajo
194,3,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
195,3,1,adulto,7,4,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
197,3,1,adulto,3,6,Secundaria_completada,Ocupado,Ingreso_Bajo
200,3,1,adulto,3,1,Universidad_completada,Ocupado,Ingreso_Bajo
201,3,1,adulto,3,1,Secundaria_completada,Ocupado,Ingreso_Bajo
206,3,2,joven_adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
207,3,2,adulto,3,1,Secundaria_completada,Ocupado,Ingreso_Bajo
208,3,2,adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Bajo
209,3,2,adulto,6,1,Secundaria_completada,Retirado,Ingreso_Bajo
210,3,2,adulto,4,4,Secundaria_completada,Ocupado,Ingreso_Bajo
211,3,2,adulto,4,4,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
212,3,2,adulto,3,4,Secundaria_completada,Ocupado,Ingreso_Bajo
214,4,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
216,4,1,adulto,3,3,Universidad_completada,Ocupado,Ingreso_Bajo
217,4,1,adulto,3,3,Secundaria_completada,Retirado,Ingreso_Bajo
219,4,1,adulto,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
220,4,1,adulto,3,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
222,4,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
223,4,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
225,4,2,joven_adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
227,4,2,adulto,5,3,Secundaria_completada,Retirado,Ingreso_Bajo
228,4,2,adulto,6,6,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
229,4,2,adulto,4,3,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
230,4,2,adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Bajo
231,4,2,adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Bajo
233,4,2,adulto,4,1,Universidad_completada,Ocupado,Ingreso_Bajo
235,4,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
237,5,1,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
238,5,1,ciudadano_de_oro,3,1,Secundaria_completada,Retirado,Ingreso_Medio_Bajo
240,5,1,adulto,9,1,Secundaria_completada,Ocupado,Ingreso_Bajo
241,5,1,adulto,6,6,Secundaria_completada,Ocupado,Ingreso_Bajo
242,5,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
244,5,1,ciudadano_de_oro,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
245,5,1,adulto,5,3,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
246,5,1,ciudadano_de_oro,2,1,Secundaria_completada,Retirado,Ingreso_Bajo
247,5,1,adulto,2,1,Secundaria_completada,Desempleado,Ingreso_Bajo
250,5,1,joven_adulto,5,1,Secundaria_completada,Ocupado,Ingreso_Bajo
251,5,1,adulto,5,3,Secundaria_completada,Ocupado,Ingreso_Bajo
252,5,1,adulto,2,3,Secundaria_completada,Ocupado,Ingreso_Bajo
254,5,1,adulto,9,1,Secundaria_completada,Retirado,Ingreso_Bajo
255,5,1,adulto,2,2,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
256,5,1,adulto,5,2,Secundaria_completada,Ocupado,Ingreso_Bajo
257,5,1,adulto,5,1,Secundaria_completada,Ocupado,Ingreso_Bajo
258,5,1,adulto,4,4,Universidad_completada,Ocupado,Ingreso_Medio_Alto
259,5,1,joven_adulto,5,4,Secundaria_completada,Ocupado,Ingreso_Bajo
260,5,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
261,5,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
262,5,1,joven_adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
264,5,1,adulto,5,2,Secundaria_completada,Ocupado,Ingreso_Bajo
265,5,1,adulto,4,4,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
267,5,2,adulto,4,4,Secundaria_completada,Ocupado,Ingreso_Bajo
269,5,2,ciudadano_de_oro,4,4,Secundaria_completada,Retirado,Ingreso_Bajo
270,5,2,ciudadano_de_oro,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
271,5,2,adulto,2,2,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
273,5,2,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
275,5,2,joven_adulto,5,2,Secundaria_completada,Ocupado,Ingreso_Bajo
276,5,2,adulto,1,6,Secundaria_completada,Retirado,Ingreso_Bajo
279,5,2,adulto,5,4,Secundaria_completada,Ocupado,Ingreso_Bajo
281,5,2,adulto,7,6,Secundaria_completada,Retirado,Ingreso_Bajo
283,6,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
285,6,1,adulto,6,4,Secundaria_completada,Ocupado,Ingreso_Bajo
287,6,1,adulto,3,3,Secundaria_completada,Ocupado,Ingreso_Bajo
288,6,1,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
289,6,1,joven_adulto,6,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
290,6,1,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Medio_Alto
291,6,1,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Medio_Alto
292,6,1,adulto,2,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
293,6,1,adulto,3,1,Secundaria_completada,Ocupado,Ingreso_Bajo
294,6,1,adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Bajo
296,6,1,adulto,6,2,Secundaria_completada,Retirado,Ingreso_Bajo
298,6,1,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
299,6,2,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
301,6,2,adulto,5,5,Secundaria_completada,Ocupado,Ingreso_Bajo
303,6,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
304,6,2,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
305,6,2,adulto,4,1,Universidad_completada,Ocupado,Ingreso_Medio_Alto
307,6,2,adulto,7,1,Sin_educacion,Ocupado,Ingreso_Bajo
309,6,2,ciudadano_de_oro,2,3,Secundaria_completada,Ocupado,Ingreso_Bajo
310,6,2,joven_adulto,6,2,Secundaria_completada,Ocupado,Ingreso_Bajo
312,6,2,adulto,6,1,Secundaria_completada,Ocupado,Ingreso_Bajo
313,6,2,adulto,3,1,Secundaria_completada,Ocupado,Ingreso_Bajo
314,6,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
315,6,2,joven_adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
316,6,2,adulto,2,2,Universidad_completada,Ocupado,Ingreso_Medio_Alto
318,6,2,adulto,7,5,Sin_educacion,Retirado,Ingreso_Bajo
319,6,2,joven_adulto,2,2,Secundaria_completada,Ocupado,Ingreso_Bajo
320,6,2,joven_adulto,7,2,Secundaria_completada,Ocupado,Ingreso_Bajo
322,6,2,adulto,6,2,Secundaria_completada,Ocupado,Ingreso_Bajo
324,6,2,joven_adulto,2,2,Secundaria_completada,Ocupado,Ingreso_Bajo
325,6,2,joven_adulto,2,2,Secundaria_completada,Retirado,Ingreso_Bajo
327,6,2,ciudadano_de_oro,3,3,Secundaria_completada,Ocupado,Ingreso_Bajo
328,6,2,adulto,7,5,Secundaria_completada,Retirado,Ingreso_Medio_Bajo
329,6,2,joven_adulto,5,5,Secundaria_completada,Ocupado,Ingreso_Bajo
330,6,2,joven_adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
