,region_residencia,zona,edad,region_nacimiento,residencia_hace_dos_anos,titulo,condicion_laboral,ingreso_por_persona
80,1,1,adulto,2,2,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
82,1,1,joven_adulto,2,2,Universidad_completada,Ocupado,Ingreso_Bajo
83,1,1,joven_adulto,2,2,Secundaria_completada,Retirado,Ingreso_Bajo
84,1,1,joven_adulto,6,6,Secundaria_completada,Retirado,Ingreso_Bajo
85,1,1,ciudadano_de_oro,1,3,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
86,1,1,adulto,2,5,Secundaria_completada,Ocupado,Ingreso_Bajo
87,1,1,joven_adulto,3,3,Universidad_completada,Retirado,Ingreso_Bajo
88,1,1,joven_adulto,3,3,Universidad_completada,Ocupado,Ingreso_Bajo
89,1,1,adulto,1,6,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
91,1,1,adulto,1,4,Secundaria_completada,Ocupado,Ingreso_Bajo
93,1,1,joven_adulto,3,3,Universidad_completada,Ocupado,Ingreso_Bajo
94,1,1,joven_adulto,2,2,Secundaria_completada,Retirado,Ingreso_Bajo
95,1,1,adulto,1,2,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
96,1,1,ciudadano_de_oro,1,3,Secundaria_completada,Retirado,Ingreso_Medio_Alto
97,1,1,joven_adulto,6,6,Universidad_completada,Ocupado,Ingreso_Bajo
99,1,1,adulto,1,5,Universidad_completada,Ocupado,Ingreso_Bajo
100,1,1,adulto,1,5,Secundaria_completada,Ocupado,Ingreso_Bajo
103,1,1,adulto,6,6,Secundaria_completada,Retirado,Ingreso_Bajo
104,1,1,adulto,1,2,Secundaria_completada,Ocupado,Ingreso_Bajo
105,1,1,adulto,1,2,Secundaria_completada,Ocupado,Ingreso_Bajo
106,1,1,adulto,2,6,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
107,1,1,ciudadano_de_oro,1,4,Secundaria_completada,Retirado,Ingreso_Medio_Alto
108,1,1,adulto,7,3,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
109,1,1,adulto,1,4,Secundaria_completada,Ocupado,Ingreso_Bajo
111,1,1,joven_adulto,4,4,Universidad_completada,Retirado,Ingreso_Bajo
112,1,1,adulto,1,2,Universidad_completada,Ocupado,Ingreso_Medio_Alto
113,1,1,adulto,1,3,Universidad_completada,Retirado,Ingreso_Bajo
114,1,1,adulto,1,5,Secundaria_completada,Ocupado,Ingreso_Bajo
115,1,1,adulto,5,5,Secundaria_completada,Desempleado,Ingreso_Bajo
116,1,1,adulto,7,5,Secundaria_completada,Retirado,Ingreso_Bajo
117,1,1,adulto,1,3,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
120,1,1,joven_adulto,5,5,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
122,1,1,adulto,3,4,Universidad_completada,Ocupado,Ingreso_Bajo
125,1,1,ciudadano_de_oro,1,6,Secundaria_completada,Retirado,Ingreso_Bajo
126,1,1,ciudadano_de_oro,3,3,Secundaria_completada,Retirado,Ingreso_Bajo
127,1,1,adulto,1,5,Secundaria_completada,Ocupado,Ingreso_Bajo
128,1,1,joven_adulto,1,5,Secundaria_completada,Ocupado,Ingreso_Bajo
129,1,1,adulto,4,4,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
130,1,1,adulto,4,4,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
131,1,1,joven_adulto,7,3,Universidad_completada,Ocupado,Ingreso_Medio_Alto
132,1,1,adulto,1,2,Secundaria_completada,Ocupado,Ingreso_Bajo
133,1,1,adulto,1,2,Universidad_completada,Retirado,Ingreso_Medio_Alto
134,1,1,adulto,6,6,Secundaria_completada,Ocupado,Ingreso_Bajo
136,1,1,adulto,6,6,Secundaria_completada,Ocupado,Ingreso_Bajo
137,1,1,adulto,4,4,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
138,1,1,adulto,4,4,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
139,1,1,adulto,1,6,Secundaria_completada,Ocupado,Ingreso_Bajo
140,1,1,adulto,7,4,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
142,1,2,joven_adulto,5,5,Secundaria_completada,Ocupado,Ingreso_Bajo
143,1,2,adulto,2,2,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
146,1,2,adulto,7,6,Secundaria_completada,Ocupado,Ingreso_Bajo
147,1,2,adulto,1,5,Secundaria_completada,Retirado,Ingreso_Bajo
149,1,2,adulto,1,3,Secundaria_completada,Ocupado,Ingreso_Bajo
150,1,2,joven_adulto,6,6,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
151,1,2,adulto,6,6,Secundaria_completada,Retirado,Ingreso_Bajo
153,2,1,ciudadano_de_oro,2,1,Secundaria_completada,Retirado,Ingreso_Bajo
154,2,1,adulto,2,5,Universidad_completada,Ocupado,Ingreso_Alto
156,2,1,adulto,9,1,Secundaria_completada,Ocupado,Ingreso_Bajo
157,2,1,joven_adulto,3,3,Universidad_completada,Ocupado,Ingreso_Medio_Alto
158,2,1,adulto,1,4,Universidad_completada,Ocupado,Ingreso_Alto
160,2,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
161,2,1,joven_adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
162,2,1,adulto,2,1,Universidad_completada,Retirado,Ingreso_Medio_Bajo
163,2,1,adulto,6,6,Secundaria_completada,Ocupado,Ingreso_Bajo
164,2,1,ciudadano_de_oro,1,5,Secundaria_completada,Retirado,Ingreso_Bajo
165,2,1,adulto,2,3,Secundaria_completada,Ocupado,Ingreso_Bajo
167,2,1,adulto,7,3,Secundaria_completada,Ocupado,Ingreso_Bajo
168,2,1,adulto,2,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
169,2,1,joven_adulto,2,6,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
172,2,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
173,2,1,adulto,6,6,Secundaria_completada,Ocupado,Ingreso_Bajo
174,2,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
176,2,1,joven_adulto,9,3,Secundaria_completada,Ocupado,Ingreso_Bajo
177,2,1,joven_adulto,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
178,2,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
180,2,2,ciudadano_de_oro,2,1,Secundaria_completada,Retirado,Ingreso_Bajo
183,2,2,adulto,1,1,Secundaria_completada,Desempleado,Ingreso_Bajo
185,2,2,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
186,2,2,adulto,5,1,Sin_educacion,Ocupado,Ingreso_Bajo
187,2,2,joven_adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
188,2,2,adulto,2,3,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
191,2,2,adulto,2,1,Secundaria_completada,Retirado,Ingreso_Bajo
192,2,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
193,2,2,adulto,4,3,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
194,2,2,adulto,1,3,Secundaria_completada,Ocupado,Ingreso_Bajo
195,2,2,adulto,2,5,Secundaria_completada,Ocupado,Ingreso_Bajo
200,2,2,adulto,4,1,Universidad_completada,Ocupado,Ingreso_Bajo
201,3,1,adulto,2,1,Secundaria_completada,Retirado,Ingreso_Bajo
202,3,1,adulto,3,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
203,3,1,joven_adulto,3,1,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
204,3,1,adulto,3,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
205,3,1,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
207,3,1,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
208,3,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
209,3,1,joven_adulto,2,1,Secundaria_completada,Ocupado,Ingreso_Bajo
211,3,1,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
213,3,1,adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Bajo
215,3,1,ciudadano_de_oro,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
216,3,1,ciudadano_de_oro,1,1,Secundaria_completada,Retirado,Ingreso_Medio_Alto
217,3,1,adulto,6,6,Sin_educacion,Ocupado,Ingreso_Bajo
219,3,1,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Bajo
220,3,1,joven_adulto,1,1,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
221,3,1,joven_adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
222,3,1,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Medio_Alto
223,3,1,adulto,4,1,Universidad_completada,Ocupado,Ingreso_Medio_Alto
224,3,1,adulto,3,5,Secundaria_completada,Retirado,Ingreso_Bajo
225,3,1,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Medio_Alto
226,3,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Medio_Alto
228,3,1,joven_adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
229,3,1,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
230,3,1,joven_adulto,7,6,Secundaria_completada,Ocupado,Ingreso_Bajo
231,3,1,adulto,1,2,Secundaria_completada,Ocupado,Ingreso_Bajo
232,3,1,joven_adulto,3,1,Secundaria_completada,Desempleado,Ingreso_Bajo
233,3,2,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
234,3,2,adulto,3,1,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
235,3,2,adulto,3,2,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
236,3,2,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
238,3,2,adulto,4,4,Secundaria_completada,Ocupado,Ingreso_Bajo
239,3,2,adulto,4,4,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
240,3,2,adulto,4,4,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
241,3,2,joven_adulto,4,4,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
242,3,2,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Medio_Alto
243,4,1,joven_adulto,4,1,Secundaria_completada,Retirado,Ingreso_Bajo
244,4,1,adulto,5,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
246,4,1,adulto,7,1,Universidad_completada,Ocupado,Ingreso_Bajo
247,4,1,joven_adulto,4,1,Secundaria_completada,Retirado,Ingreso_Bajo
248,4,1,adulto,4,1,Universidad_completada,Ocupado,Ingreso_Bajo
249,4,1,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Medio_Alto
250,4,1,adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
252,4,1,adulto,6,6,Secundaria_completada,Ocupado,Ingreso_Bajo
253,4,1,adulto,6,6,Universidad_completada,Ocupado,Ingreso_Medio_Alto
255,4,1,adulto,4,2,Secundaria_completada,Ocupado,Ingreso_Bajo
257,4,1,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Bajo
258,4,1,adulto,3,3,Secundaria_completada,Ocupado,Ingreso_Bajo
260,4,1,adulto,2,1,Secundaria_completada,Retirado,Ingreso_Bajo
262,4,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
265,4,2,adulto,7,1,Universidad_completada,Retirado,Ingreso_Bajo
266,4,2,ciudadano_de_oro,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
267,4,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
269,4,2,adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Bajo
270,4,2,ciudadano_de_oro,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
272,4,2,adulto,7,1,Sin_educacion,Ocupado,Ingreso_Bajo
274,4,2,joven_adulto,5,3,Secundaria_completada,Ocupado,Ingreso_Bajo
275,4,2,adulto,5,3,Secundaria_completada,Desempleado,Ingreso_Bajo
277,4,2,adulto,4,1,Sin_educacion,Ocupado,Ingreso_Bajo
278,4,2,ciudadano_de_oro,6,1,Universidad_completada,Retirado,Ingreso_Medio_Alto
280,4,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
282,4,2,adulto,4,3,Secundaria_completada,Ocupado,Ingreso_Bajo
283,4,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
286,4,2,adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Bajo
287,4,2,ciudadano_de_oro,4,5,Secundaria_completada,Retirado,Ingreso_Bajo
288,4,2,adulto,4,1,Secundaria_completada,Retirado,Ingreso_Bajo
289,4,2,adulto,7,5,Sin_educacion,Ocupado,Ingreso_Bajo
290,4,2,joven_adulto,4,1,Secundaria_completada,Ocupado,Ingreso_Bajo
292,4,2,adulto,4,1,Secundaria_completada,Retirado,Ingreso_Bajo
293,4,2,adulto,4,2,Universidad_completada,Ocupado,Ingreso_Bajo
294,5,1,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
295,5,1,ciudadano_de_oro,2,1,Secundaria_completada,Retirado,Ingreso_Medio_Bajo
297,5,1,joven_adulto,5,1,Universidad_completada,Ocupado,Ingreso_Medio_Alto
299,5,1,joven_adulto,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
300,5,1,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
302,5,1,adulto,2,3,Secundaria_completada,Ocupado,Ingreso_Bajo
303,5,1,adulto,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
306,5,1,adulto,3,1,Universidad_completada,Retirado,Ingreso_Bajo
308,5,1,joven_adulto,5,3,Secundaria_completada,Ocupado,Ingreso_Bajo
309,5,1,ciudadano_de_oro,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
311,5,2,adulto,7,2,Secundaria_completada,Ocupado,Ingreso_Bajo
312,5,2,adulto,2,2,Secundaria_completada,Ocupado,Ingreso_Bajo
313,5,2,adulto,5,6,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
314,5,2,adulto,7,6,Secundaria_completada,Retirado,Ingreso_Bajo
315,5,2,ciudadano_de_oro,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
316,5,2,joven_adulto,5,3,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
318,5,2,joven_adulto,3,1,Secundaria_completada,Ocupado,Ingreso_Bajo
319,5,2,adulto,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
320,5,2,adulto,5,4,Secundaria_completada,Ocupado,Ingreso_Bajo
321,5,2,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
322,5,2,adulto,7,2,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
325,6,1,adulto,4,2,Secundaria_completada,Ocupado,Ingreso_Bajo
326,6,1,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
327,6,1,adulto,7,1,Universidad_completada,Ocupado,Ingreso_Bajo
328,6,1,adulto,1,1,Universidad_completada,Retirado,Ingreso_Medio_Alto
329,6,1,joven_adulto,6,5,Secundaria_completada,Ocupado,Ingreso_Bajo
330,6,1,adulto,5,5,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
331,6,1,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
332,6,1,adulto,6,1,Secundaria_completada,Ocupado,Ingreso_Bajo
333,6,1,adulto,2,2,Secundaria_completada,Ocupado,Ingreso_Bajo
335,6,1,adulto,6,1,Secundaria_completada,Ocupado,Ingreso_Bajo
336,6,2,adulto,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
338,6,2,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Bajo
340,6,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
341,6,2,adulto,1,1,Universidad_completada,Ocupado,Ingreso_Medio_Bajo
342,6,2,adulto,7,1,Secundaria_completada,Ocupado,Ingreso_Medio_Bajo
344,6,2,adulto,7,5,Secundaria_completada,Ocupado,Ingreso_Bajo
346,6,2,ciudadano_de_oro,2,2,Secundaria_completada,Ocupado,Ingreso_Bajo
347,6,2,adulto,7,1,Sin_educacion,Ocupado,Ingreso_Medio_Bajo
349,6,2,adulto,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
350,6,2,ciudadano_de_oro,6,2,Sin_educacion,Retirado,Ingreso_Bajo
352,6,2,adulto,2,5,Secundaria_completada,Ocupado,Ingreso_Bajo
354,6,2,adulto,6,2,Universidad_completada,Ocupado,Ingreso_Bajo
355,6,2,adulto,2,2,Secundaria_completada,Retirado,Ingreso_Bajo
358,6,2,adulto,1,1,Secundaria_completada,Ocupado,Ingreso_Bajo
359,6,2,adulto,1,1,Secundaria_completada,Retirado,Ingreso_Bajo
360,6,2,adulto,4,5,Secundaria_completada,Retirado,Ingreso_Bajo
361,6,2,joven_adulto,5,5,Secundaria_completada,Ocupado,Ingreso_Bajo
365,6,2,adulto,6,3,Sin_educacion,Ocupado,Ingreso_Bajo
366,6,2,adulto,7,1,Sin_educacion,Ocupado,Ingreso_Bajo
