ID,Segment ID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,NB,02/12/2013,1.6334684556,1.5051499783,1.3010299957,1.1760912591,1.5563025008,2.0530784435,2.2944662262,2.6063813651,2.7067177823,2.3891660844,2.414973348,2.4771212547,2.50242712,2.591064607,2.6031443726,2.688419822,2.6532125138,2.6866362693,2.6570558529,2.6364878964,2.494154594,2.348304863,2.2430380487,1.9867717343
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,NB,02/13/2013,1.5797835966,1.6127838567,1.2041199827,1.2041199827,1.5185139399,2,2.2988530764,2.57863921,2.6989700043,2.4814426285,2.4232458739,2.4608978428,2.5010592622,2.5198279938,2.5921767574,2.593286067,2.6009728957,2.5763413502,2.611723308,2.5378190951,2.3802112417,2.278753601,2.1003705451,1.8976270913
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,NB,02/14/2013,1.5682017241,1.4623979979,1.2552725051,1.361727836,1.5185139399,2.0128372247,2.2479732664,2.5899496013,2.6720978579,2.4440447959,2.3404441148,2.428134794,2.411619706,2.4899584794,2.1875207208,2.620136055,2.6074550232,2.5728716022,2.5954962218,2.549003262,2.3926969533,2.3010299957,2.1789769473,1.9867717343
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/02/2013,2.1205739312,1.9444826722,1.7993405495,1.591064607,1.3802112417,1.5051499783,1.8260748027,1.9956351946,2.2741578493,2.4756711883,2.4871383755,2.5658478187,2.6053050461,2.5797835966,2.583198774,2.6085260336,2.532754379,2.5340261061,2.5263392774,2.434568904,2.357934847,2.2988530764,2.278753601,2.1903316982
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/03/2013,2.1003705451,1.9493900066,1.8573324964,1.6232492904,1.6334684556,1.3802112417,1.5563025008,1.7993405495,2.0293837777,2.2504200023,2.383815366,2.5171958979,2.5105450102,2.5092025223,2.5132176001,2.4885507165,2.4969296481,2.4440447959,2.4065401804,2.4048337166,2.3222192947,2.1398790864,2.0043213738,1.9493900066
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/04/2013,1.7708520116,1.4771212547,1.1139433523,1,1.4471580313,1.806179974,2.3263358609,2.6127838567,2.6042260531,2.4216039269,2.3802112417,2.3856062736,2.4857214265,2.4885507165,2.5763413502,2.6283889301,2.6344772702,2.611723308,2.591064607,2.5538830266,2.3996737215,2.2878017299,2.1205739312,1.8976270913
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/05/2013,1.7923916895,1.4313637642,1.0413926852,1,1.3979400087,1.8633228601,2.3263358609,2.6434526765,2.6031443726,2.434568904,2.3891660844,2.3404441148,2.3802112417,2.4183012913,2.5998830721,2.688419822,2.6570558529,2.656098202,2.6374897295,2.587710965,2.4785664956,2.3263358609,2.1643528558,2.0043213738
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/06/2013,1.8260748027,1.4623979979,1.2041199827,1.1461280357,1.278753601,1.785329835,2.2833012287,2.6414741105,2.5987905068,2.3944516808,2.2944662262,2.45484486,2.4014005408,2.4132997641,2.5763413502,2.631443769,2.6414741105,2.5921767574,2.6294095991,2.4857214265,2.4031205212,2.2455126678,2.103803721,1.9493900066
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/07/2013,1.69019608,1.4771212547,0.903089987,1.361727836,1.414973348,1.8512583487,2.2741578493,2.620136055,2.6095944092,2.4014005408,2.2671717284,2.3443922737,2.4166405073,2.3944516808,2.5477747054,2.6354837468,2.5465426635,2.614897216,2.5646660643,2.5670263662,2.4517864355,2.2671717284,2.1903316982,2.1643528558
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/08/2013,1.8808135923,1.5563025008,1.361727836,1.2041199827,1.3979400087,1.7634279936,2.278753601,2.6074550232,2.5965970956,2.3598354823,2.206825876,2.3222192947,2.4065401804,2.367355921,2.5658478187,2.5611013836,2.57863921,2.5622928645,2.6211762818,2.587710965,2.4216039269,2.3242824553,2.2504200023,2.2227164711
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/09/2013,2.0827853703,1.7781512504,1.7923916895,1.5440680444,1.278753601,1.5185139399,1.7160033436,2.1673173347,2.2741578493,2.3502480183,2.4785664956,2.5440680444,2.593286067,2.5774917998,2.5763413502,2.6711728427,2.5550944486,2.5185139399,2.531478917,2.492760389,2.411619706,2.2695129442,2.2329961104,2.2810333672
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/10/2013,2.1003705451,1.9912260757,1.8864907252,1.5185139399,1.3802112417,1.5563025008,1.5051499783,1.9242792861,2.1789769473,2.3424226808,2.3765769571,2.5065050324,2.5797835966,2.625312451,2.4899584794,2.5037906831,2.4857214265,2.45331834,2.4393326938,2.318063335,2.2329961104,2.1430148003,1.9867717343,1.6812412374
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/11/2013,1.361727836,1.1760912591,1.0413926852,1.361727836,1.806179974,2.2479732664,2.5998830721,2.6031443726,2.3961993471,2.3117538611,2.3463529745,2.4199557485,2.469822016,2.5693739096,2.5185139399,2.6263403674,2.549003262,2.5587085705,2.5502283531,2.434568904,2.2430380487,2.1731862684,1.8388490907,1.7323937598
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/12/2013,1.5185139399,1.2304489214,0.4771212547,1.2304489214,1.7923916895,2.2174839442,2.6009728957,2.620136055,2.2380461031,2.0211892991,2.0413926852,2.1303337685,2.1303337685,2.0374264979,2.4265112614,2.3117538611,2.3873898263,2.2355284469,2.3443922737,2.1271047984,2.0569048513,1.7323937598,1.4313637642,1.3222192947
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/13/2013,0.7781512504,0.84509804,0,0.9542425094,1.5185139399,1.8573324964,2.2878017299,2.4216039269,2.1205739312,2.0530784435,2.123851641,2.079181246,2.1072099696,2.2741578493,2.3783979009,2.4014005408,2.4440447959,2.4393326938,2.3424226808,2.1303337685,2.0293837777,1.8260748027,1.5682017241,1.278753601
1,2153,HUGUENOT AVE,WOODROW RD,STAFFORD AVE,SB,02/14/2013,1.1139433523,0.3010299957,0.4771212547,1,1.4913616938,1.8195439355,2.3222192947,2.3443922737,2.0644579892,1.9138138524,1.9344984512,2.0569048513,2.0128372247,2.1139433523,2.42975228,2.3944516808,2.4313637642,2.3926969533,2.361727836,2.2329961104,2.1139433523,1.9637878273,1.748188027,1.414973348
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,NB,09/29/2012,1.9493900066,1.6020599913,1.5185139399,1.5051499783,1.4913616938,1.6434526765,2.0644579892,2.2455126678,2.4377505628,2.6748611407,2.6839471308,2.7745169657,2.7986506454,2.7803173121,2.7824726242,2.6998377259,2.7315887652,2.7015679851,2.6919651028,2.5538830266,2.3443922737,2.214843848,2.1613680022,2.1139433523
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,NB,09/30/2012,1.9956351946,1.8195439355,1.6127838567,1.5185139399,1.4471580313,1.3979400087,1.8864907252,2.0606978404,2.3010299957,2.3961993471,2.6473829701,2.6627578317,2.7489628613,2.7084209001,2.6981005456,2.6324572922,2.5477747054,2.4785664956,2.3636119799,2.278753601,2.1430148003,2.0413926852,2.0170333393,1.8195439355
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,NB,10/01/2012,1.7075701761,1.5440680444,1.3802112417,1.2552725051,1.5440680444,1.8750612634,2.123851641,2.3283796034,2.357934847,2.4578818967,2.6364878964,2.7411515989,2.611723308,2.5693739096,2.6473829701,2.6830470382,2.6434526765,2.6190933306,2.6394864893,2.463892989,2.3074960379,2.1367205672,1.9684829486,1.7403626895
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,NB,10/02/2012,1.4771212547,1.3010299957,1.1461280357,1.2552725051,1.6627578317,2.1205739312,2.348304863,2.6424645202,2.6085260336,2.6031443726,2.5820633629,2.6541765419,2.622214023,2.5563025008,2.640481437,2.6910814921,2.6551384348,2.6190933306,2.6211762818,2.5185139399,2.3263358609,2.1461280357,1.9731278536,1.748188027
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,NB,10/03/2012,1.4771212547,1.3222192947,1.1760912591,1.3010299957,1.6232492904,2.1643528558,2.3443922737,2.6493348587,2.6294095991,2.6085260336,2.6020599913,2.6821450764,2.6839471308,2.6394864893,2.711807229,2.7331972651,2.7084209001,2.7573960288,2.6981005456,2.6334684556,2.4031205212,2.1931245984,2.0755469614,1.8808135923
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,NB,10/04/2012,1.6989700043,1.3979400087,1.3424226808,1.3979400087,1.7708520116,2.1903316982,2.3502480183,2.6541765419,2.6394864893,2.6324572922,2.5797835966,2.6711728427,2.709269961,2.6170003411,2.6989700043,2.7573960288,2.7558748557,2.6937269489,2.6919651028,2.6031443726,2.3710678623,2.2174839442,2.0530784435,1.7993405495
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,NB,10/05/2012,1.6127838567,1.4771212547,1.3802112417,1.3010299957,1.7075701761,2.1139433523,2.3820170426,2.614897216,2.665580991,2.5987905068,2.6674529529,2.7143297597,2.7315887652,2.6599162001,2.7259116323,2.7839035793,2.7250945211,2.7551122664,2.7774268224,2.7218106152,2.4771212547,2.3636119799,2.2430380487,2.1335389084
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,NB,10/06/2012,1.9493900066,1.6127838567,1.5185139399,1.531478917,1.4623979979,1.6720978579,2.0293837777,2.2329961104,2.4471580313,2.6434526765,2.7201593034,2.7708520116,2.8228216453,2.7664128471,2.7958800173,2.7218106152,2.6963563887,2.6839471308,2.6848453616,2.5563025008,2.3463529745,2.2121876044,2.1702617154,2.1172712957
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,NB,10/07/2012,1.9731278536,1.7993405495,1.6232492904,1.5185139399,1.4313637642,1.3979400087,1.8976270913,2.0606978404,2.285557309,2.3802112417,2.640481437,2.6919651028,2.7395723445,2.7101173651,2.6803355134,2.6170003411,2.5477747054,2.4578818967,2.3710678623,2.2671717284,2.1271047984,2.0374264979,2,1.8573324964
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,SB,09/29/2012,2.3117538611,2.1205739312,1.9637878273,1.7781512504,1.7323937598,1.806179974,2.1702617154,2.4199557485,2.6444385895,2.8055008582,2.8739015979,2.9809119378,3.0553783314,3.0157787564,3.0572856444,3.0515383905,3.0253058653,2.9916690074,2.9991305413,2.9095560292,2.7846172926,2.6683859167,2.5065050324,2.4014005408
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,SB,09/30/2012,2.2900346114,2.0863598307,1.9777236053,1.7558748557,1.6020599913,1.5440680444,2.0606978404,2.220108088,2.4969296481,2.6541765419,2.8286598965,2.9185545306,2.9916690074,2.952792443,2.9216864755,2.9329808219,2.9169800473,2.8543060418,2.8202014595,2.6424645202,2.4440447959,2.3541084391,2.3283796034,2.1673173347
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,SB,10/01/2012,2.0718820073,1.7993405495,1.591064607,1.3802112417,1.6334684556,1.9542425094,2.2253092817,2.480006943,2.5943925504,2.6211762818,2.8135809886,2.9334872878,2.9380190975,2.8633228601,2.9628426812,3.0124153748,2.9666109867,2.9951962916,2.9111576087,2.8627275283,2.6354837468,2.3944516808,2.2810333672,2.0644579892
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,SB,10/02/2012,1.8512583487,1.6232492904,1.4913616938,1.5185139399,1.9294189257,2.3654879849,2.549003262,2.8870543781,2.8915374577,2.8506462352,2.8122446968,2.9278834103,2.952792443,2.9169800473,2.9777236053,3.0240749873,2.9881128403,2.9670797341,2.9454685851,2.8808135923,2.7888751158,2.6839471308,2.4313637642,2.1702617154
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,SB,10/03/2012,1.9395192526,1.7708520116,1.4771212547,1.5051499783,1.7242758696,2.374748346,2.551449998,2.927370363,2.9014583214,2.8864907252,2.8715729355,2.9518230353,2.9684829486,2.9222062774,2.9907826918,3.0207754882,2.9836262871,3.0277572047,2.9675479762,2.895422546,2.6580113967,2.4487063199,2.3222192947,2.0934216852
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,SB,10/04/2012,1.8920946027,1.6232492904,1.4913616938,1.5797835966,1.9542425094,2.3961993471,2.583198774,2.9143431571,2.9041743683,2.8976270913,2.8500332577,2.9454685851,2.9907826918,2.8859263398,2.9703468762,3.0402066276,3.0236639182,2.9745116927,2.9735896234,2.8859263398,2.6364878964,2.4502491083,2.2922560714,2.0293837777
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,SB,10/05/2012,1.8260748027,1.69019608,1.5185139399,1.5051499783,1.9084850189,2.3364597338,2.6180480967,2.8767949762,2.9329808219,2.8680563618,2.9410142437,2.983175072,3.006037955,2.9309490312,2.9947569446,3.0538464269,3.0622058088,3.0692980121,3.0663259254,3.0211892991,2.8981764835,2.7923916895,2.6434526765,2.4899584794
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,SB,10/06/2012,2.3242824553,2.1172712957,1.9344984512,1.6627578317,1.6532125138,1.84509804,2.2013971243,2.4608978428,2.6928469193,2.8413594705,2.9390197764,3.0149403498,3.0681858617,3.0507663112,3.0681858617,3.0542299099,3.0394141192,3.0382226384,3.0232524596,2.9263424466,2.8075350281,2.7015679851,2.5378190951,2.45484486
2,6644,RICHMOND HILL ROAD,EDINBORO ROAD,FOREST HILL ROAD,SB,10/07/2012,2.3424226808,2.1461280357,2.0128372247,1.8325089127,1.6720978579,1.591064607,2.0827853703,2.2833012287,2.5132176001,2.665580991,2.8686444384,2.9571281977,3.0073209529,3.0047511556,2.9735896234,2.9576072871,2.9647309211,2.927370363,2.8318697743,2.6766936096,2.492760389,2.3636119799,2.3654879849,2.2174839442
3,7564,MORLEY AVENUE,DALTON  AVENUE,EBONY STREET,EB,09/29/2012,2.3502480183,2.1105897103,1.982271233,1.6720978579,1.7160033436,2,2.3263358609,2.5224442335,2.8055008582,2.8998205024,2.9074113608,2.9253120915,3.0086001718,2.9633155114,3.0157787564,3.0530784435,3.0025979807,3.0492180227,2.9978230807,2.8662873391,2.7411515989,2.6674529529,2.4471580313,2.367355921
3,7564,MORLEY AVENUE,DALTON  AVENUE,EBONY STREET,EB,09/30/2012,2.2504200023,2.103803721,1.8750612634,1.4623979979,1.6434526765,1.748188027,1.9731278536,2.1931245984,2.4166405073,2.5289167003,2.7619278384,2.9385197252,2.9283958523,2.9329808219,2.9258275746,2.8808135923,2.9324737647,2.903089987,2.8876173003,2.8369567371,2.587710965,2.3117538611,2.348304863,2.1430148003
3,7564,MORLEY AVENUE,DALTON  AVENUE,EBONY STREET,EB,10/01/2012,1.8864907252,1.6127838567,1.3979400087,1.2552725051,1.84509804,2.357934847,2.8109042807,2.9978230807,3.0008677215,2.7664128471,2.7831886911,2.8733206018,2.9355072658,2.8704039053,2.9836262871,2.9469432707,3.0017337128,3.0034605321,3.0047511556,2.8444771757,2.6998377259,2.5132176001,2.4653828514,2.3222192947
3,7564,MORLEY AVENUE,DALTON  AVENUE,EBONY STREET,EB,10/02/2012,2.0530784435,1.6627578317,1.4771212547,1.361727836,1.8692317197,2.4517864355,2.9390197764,3.160168293,3.0944711286,2.9786369484,2.9849771264,2.9925535178,2.9867717343,2.8904210188,3.0043213738,2.9656719712,3.021602716,3.0310042814,3.0161973535,2.8041394323,2.7323937598,2.5092025223,2.494154594,2.3031960574
3,7564,MORLEY AVENUE,DALTON  AVENUE,EBONY STREET,EB,10/03/2012,1.7634279936,1.5185139399,1.1139433523,1.3424226808,1.5563025008,2.1875207208,2.6919651028,2.895422546,2.8260748027,2.8662873391,2.7930916002,2.9057958804,2.9849771264,2.8500332577,2.9410142437,2.9052560487,2.8299466959,2.9242792861,2.8721562727,2.8280150642,2.8463371121,2.7134905431,2.4771212547,2.5037906831
3,7564,MORLEY AVENUE,DALTON  AVENUE,EBONY STREET,EB,10/04/2012,1.8129133566,1.5563025008,1.1461280357,1.3802112417,1.5563025008,2.1875207208,2.7041505168,2.9190780924,2.9143431571,2.9079485216,2.8494194138,2.9111576087,3.0199466817,2.8518696007,2.9754318085,2.968015714,2.8662873391,2.954724791,2.8779469516,2.84509804,2.88536122,2.7458551952,2.5575072019,2.532754379
3,7564,MORLEY AVENUE,DALTON  AVENUE,EBONY STREET,EB,10/05/2012,1.8976270913,1.6020599913,1.1760912591,1.361727836,1.591064607,2.2278867046,2.7656685548,2.9872192299,2.9637878273,2.9532763367,2.9009130677,2.9370161075,3.0128372247,2.9020028914,2.9876662649,3.0098756337,2.9132839018,2.9903388548,2.9339931638,2.8808135923,2.9025467793,2.7535830589,2.5943925504,2.5646660643
3,7564,MORLEY AVENUE,DALTON  AVENUE,EBONY STREET,EB,10/06/2012,2.3424226808,2.1105897103,1.9731278536,1.7160033436,1.7242758696,1.9912260757,2.3053513694,2.5390760988,2.8260748027,2.9111576087,2.9216864755,2.9074113608,3.0273496078,2.946452265,3.0086001718,3.0542299099,2.9973863844,3.0565237241,2.9872192299,2.8762178406,2.7218106152,2.6757783417,2.4502491083,2.3304137733
3,7564,MORLEY AVENUE,DALTON  AVENUE,EBONY STREET,EB,10/07/2012,2.2504200023,2.0899051114,1.8920946027,1.3802112417,1.6334684556,1.748188027,2.0128372247,2.1789769473,2.4265112614,2.53529412,2.7656685548,2.954724791,2.9360107957,2.9196010238,2.9063350418,2.8802417759,2.9415114326,2.9350031515,2.9047155453,2.8363241157,2.5888317256,2.2900346114,2.3636119799,2.1613680022
4,11599,OCEAN TERRACE,BUTTERWORTH AVENUE,COVERLY AVENUE,NB,09/28/2012,1.3222192947,1.1139433523,0.6989700043,0.6020599913,0.9542425094,1.4471580313,2.3010299957,2.8115750059,2.6848453616,2.3263358609,2.3010299957,2.252853031,2.357934847,2.4216039269,2.5145477527,2.5158738437,2.4393326938,2.4248816366,2.361727836,2.2227164711,2.1903316982,2,1.9684829486,1.7781512504
4,11599,OCEAN TERRACE,BUTTERWORTH AVENUE,COVERLY AVENUE,NB,09/29/2012,1.4913616938,1.3802112417,1.2041199827,1.0413926852,0.4771212547,1.278753601,1.6532125138,1.9637878273,2.1931245984,2.2455126678,2.318063335,2.383815366,2.4313637642,2.411619706,2.4232458739,2.3138672204,2.3424226808,2.3010299957,2.3304137733,2.1613680022,1.9956351946,2.0253058653,1.9344984512,1.8195439355
4,11599,OCEAN TERRACE,BUTTERWORTH AVENUE,COVERLY AVENUE,NB,09/30/2012,1.591064607,1.4471580313,1.1760912591,1.079181246,0.3010299957,1.1760912591,1.7075701761,1.7558748557,1.9542425094,2.0718820073,2.1430148003,2.3463529745,2.4031205212,2.383815366,2.3944516808,2.2833012287,2.2430380487,2.3074960379,2.1875207208,2.1461280357,2.0681858617,1.7075701761,1.7634279936,1.5797835966
4,11599,OCEAN TERRACE,BUTTERWORTH AVENUE,COVERLY AVENUE,NB,10/01/2012,1.414973348,0.9542425094,0.4771212547,0,0.9542425094,1.4623979979,2.3521825181,2.8115750059,2.6599162001,2.3598354823,2.2552725051,2.220108088,2.2741578493,2.3364597338,2.5340261061,2.5132176001,2.4471580313,2.4265112614,2.3404441148,2.3096301674,2.0086001718,1.9444826722,1.8388490907,1.4771212547
4,11599,OCEAN TERRACE,BUTTERWORTH AVENUE,COVERLY AVENUE,NB,10/02/2012,1.3802112417,0.903089987,0.7781512504,0.4771212547,0.903089987,1.5185139399,2.4048337166,2.7715874809,2.6580113967,2.3463529745,2.2900346114,2.2922560714,2.2718416065,2.3304137733,2.4785664956,2.5171958979,2.4563660331,2.3344537512,2.4913616938,2.1522883444,2.1673173347,1.9493900066,1.8129133566,1.4623979979
4,11599,OCEAN TERRACE,BUTTERWORTH AVENUE,COVERLY AVENUE,NB,10/03/2012,1.1461280357,0.7781512504,0.7781512504,0,0.6020599913,1.4623979979,2.3201462861,2.790285164,2.6803355134,2.4082399653,2.2405492483,2.220108088,2.3384564936,2.436162647,2.4983105538,2.531478917,2.4065401804,2.4313637642,2.3783979009,2.357934847,2.1553360375,2.0334237555,1.84509804,1.6627578317
4,11599,OCEAN TERRACE,BUTTERWORTH AVENUE,COVERLY AVENUE,NB,10/04/2012,1.2304489214,0.84509804,0.6020599913,0.3010299957,0.84509804,1.531478917,2.3222192947,2.8142475957,2.7067177823,2.4216039269,2.3404441148,2.2576785749,2.2671717284,2.3324384599,2.5105450102,2.5415792439,2.4377505628,2.4456042033,2.469822016,2.2430380487,2.1335389084,1.9956351946,1.8129133566,1.6232492904
4,11599,OCEAN TERRACE,BUTTERWORTH AVENUE,COVERLY AVENUE,NB,10/05/2012,1.361727836,1.079181246,0.903089987,0.7781512504,0.903089987,1.531478917,2.2878017299,2.778874472,2.7007037171,2.3364597338,2.2741578493,2.2988530764,2.3443922737,2.3926969533,2.4871383755,2.5440680444,2.4593924878,2.4183012913,2.4313637642,2.2810333672,2.1335389084,2.0863598307,2.0086001718,1.8573324964
4,11599,OCEAN TERRACE,BUTTERWORTH AVENUE,COVERLY AVENUE,NB,10/06/2012,1.6232492904,1.2304489214,1.1760912591,1.079181246,0.9542425094,0.9542425094,1.6127838567,2.0718820073,2.0413926852,2.1875207208,2.2329961104,2.3159703455,2.3909351071,2.3242824553,2.2988530764,2.3222192947,2.2922560714,2.4313637642,2.4329692909,2.2455126678,2.123851641,2.0569048513,1.9731278536,1.8692317197
4,11599,OCEAN TERRACE,BUTTERWORTH AVENUE,COVERLY AVENUE,NB,10/07/2012,1.6989700043,1.4771212547,0.903089987,1.0413926852,0.903089987,0.6989700043,1.4471580313,1.7075701761,1.8808135923,2.0413926852,2.1553360375,2.2552725051,2.278753601,2.2878017299,2.3201462861,2.3324384599,2.1846914308,2.220108088,2.1931245984,2.1643528558,2,1.8573324964,1.785329835,1.6627578317
